Dosya,Ortalama IoU
amos_img_0001.nii.gz,0.5580155740278161
amos_img_0002.nii.gz,0.5552596359189466
amos_img_0003.nii.gz,0.5618333032516639
amos_img_0004.nii.gz,0.38072247859967645
amos_img_0005.nii.gz,0.5582792331103602
amos_img_0006.nii.gz,0.46094929969392545
amos_img_0007.nii.gz,0.4736136275444486
amos_img_0008.nii.gz,0.5785965182921184
amos_img_0009.nii.gz,0.43701716222657355
amos_img_0010.nii.gz,0.5902685018947891
